Title,"Hey cl I have a fresh batch of indoor bud from a veteran grower. Large dense chunky buds covered in crystals...great bag appeal and loud nose. Best buds you will find on cl i swear. Can meet anywhere in Denver text preferred 
 show contact info
out of state okay

1/4-$70
1/2-$120
1oz-$200
Qp-$650
Hp-$1200
Unit-$1900

Tags: marijuana ganj bud 420 weed blunts wax co2 crumble og kush dank loud shipping vaccume seal blue dream purple haze lemon joint hash medical rec recreational oz ounce pound quarter half bag zip scale half o"
Body,Topshelf Marijuana Blue Dream and Cheese (Downtown Denver)
Title,"1. 32""walk behind with catcher
1. 21"" toro walk behind self propeled 
1. Echo weed eater/: edger
1. Echo handheld blower
All you need for a lawn maintenance co.
Will trade for small truck or reliable transportation.

 show contact info"
Body,Landscape equipment/ trade - $1 (Lakewood)
Title,"BFP. Big F...ing pipes. 
$50 Delivered or Shipped to you.
16 inch BFP 
Holds over a quarter of buds, weed, Marijuana. 
Colorado Marijuana Artist Joseph Short makes these beasts, check him out on Facebook. 
www.francisurbinoii.com"
Body,Biggest pipes in Denver. 420 - $50 (delivered)
Title,"I have an 11 inch water pipe for sale. Asking 40 cash. It is in great condition, only been used a few times. Needs a good home. :)
Email me if interested and put the word ""yellow"" in the subject line to weed out spammers. 

Thank you"
Body,11 inch water pipe - $40
Title,"24 inch Little Giant pipe wrench ($12), 14 inch Rigid pipe wrench ($10) and another kinda unusual curved adjustable wrench ($12). Paint tools, jigsaw, air pump, shovel, new bathroom faucets, weed ""yanker"" (foot operated and spring-loaded), lots of hardware, ladders and a ton of other stuff not tool related. 
For more tools or building material type stuff, search ""JT's Stuff""."
Body,"Paint Tools, Wrenches, More - $10 (Evergreen)"
Title,"Medicated Hump Day Edibles/Shatter/Flower

AAA Top Shelf Strain:--Alaskan Thunder Fuck (ATF)--Blue Dream--or--Mandarin Sunset--
Suggested Donations: 1/8ths $40- 1/4ers $70- 1/2s $110-

Connoisseur Tops Shelf Strains:--Sour Alien--White Widow--Yetti--Romulan--
Suggested Donations: 1/8ths $45- 1/4ers $80- 1/2s $150- 

Premium Shatter $40 Donation per gram


Medicated  Candies:Suggested Donation $5 each or five for $20
Hard Candies: 100-150 mg: Various Flavors
Chocolate Pecan Peanut Butter Clusters 75mg 


tags: 420 delivery, delivery, 420/710 dank, skunk,420 tonight,smoke, ganja,green, fire,24/7,thc,top shelf,buds,ganja,green, fire,24/7,thc,top shelf,buds, pick up,herb,mary jane, marijuana, cbd,rec,weed,mmj,top strains,recreational,flower, medical,red card,hash, crumble,wax pick up,herb,mary jane,420 specials, 420 ounce,dankest, blue dream, 420 mmj, blue cheese, kush, mmj special.delivery, marijuana, cbd,rec,weed,mmj,top strains, recreational,flower,medical,red card,hash,crumble,wax,concentrates, 420 mmj, 420 delivery, delivery, 420/710 dank, skunk,420 tonight,420 specials, 420 ounce,dankest, blue dream, blue cheese, kush, mmj special."
Body,Medicated Candies Shatter Flower - $40 (denver)
Title,"Medicated Hump Day Edibles/Shatter/Flower

Medicated Hard Candies 100-150 mg: Various Flavors 
Medicated Chocolate Peanut Butter Pecan Clusters
Suggested Donation $5 each or five for $20

AAA Top Shelf Strain:--Alaskan Thunder Fuck (ATF)--Blue Dream--or--Mandarin Sunset--
Half OZ Special Delivery $99 Donation
Suggested Donations: 1/8ths $40- 1/4ers $70- 1/2s $110- 

Connoisseur Tops Shelf Strains:--Romulan--Sour Alien--White Widow--Yetti--
Suggested Donations: 1/8ths $45- 1/4ers $80- 1/2s $150- 

Premium Shatter $40 Donation per gram

tags: 420 delivery, delivery, 420/710 dank, skunk,420 tonight,420 specials, 420 ounce,dankest, blue dream, 420 mmj, blue cheese, kush, mmj special.delivery,smoke, ganja,green, fire,24/7,thc,top shelf,buds,ganja,green, fire,24/7,thc,top shelf,buds, pick up,herb,mary jane, marijuana, cbd,rec,weed,mmj,top strains,recreational,flower, medical,red card,hash, crumble,wax pick up,herb,mary jane, marijuana, cbd,rec,weed,mmj,top strains, recreational,flower,medical,red card,hash,crumble,wax,concentrates, 420 mmj, 420 delivery, delivery, 420/710 dank, skunk,420 tonight,420 specials, 420 ounce,dankest, blue dream, blue cheese, kush, mmj special."
Body,Medicated Hump Day Edibles/Shatter/Flower - $40 (wheat ridge)
Title,"●●□□■■♤♤♡♡♢♢♧♧♧¿¿¡¡《》》》《《¤
Have fun and study with success! footballs are used in these games ! And orange sweat pants in size 30 aids you to release instant focus! Attention is best! Each sweatpant is size 30 and is 15 ea.! Play!
hmu via ...3,0,3~7,4,9~0,8,4,5...
☆☆marijuana☆weed☆trees☆lemon☆juice☆white☆widow☆sour☆diesel☆kush ☆mdma☆roxicodone☆roxy☆percocet☆percs☆
☆blues☆opana☆hydrogel☆butt~injection♧♧molly♢♢lsd■■coke°°cocaine《》               Heroin♢ H ♢special ♢ K ♢ actavis ♢ dmt hmu via ...3,0,3~7,4,9~0,8,4,5...
@Dilaudid 8mg dillies dilly
@Adderall 30mg addies addy  @Opana 40mg @Oxycontin 30mg ,40mg OC80oxi OXY@
<>actavis<>Molly<>lsd<>sour diesel<>OC80<>weed<>hydrogel butt injection and butt augmentation<>ketamine special K<>og kush purple 420<>
☆☆☆☆☆☆☆☆☆☆☆☆☆▪☆▪▪▪▪▪"
Body,☆☆☆Medicina BulK & RetaiL LocaL HooKUp¤¤¤ - $120 (#colorado#)
Title,"●●□□■■♤♤♡♡♢♢♧♧♧¿¿¡¡《》》》《《¤
Have fun and study with success! footballs are used in these games ! And orange sweat pants in size 30 aids you to release instant focus! Attention is best! Each sweatpant is size 30 and is 15 ea.! Play!
hmu via ...3,0,3~7,4,9~0,8,4,5...
☆☆marijuana☆weed☆trees☆lemon☆juice☆white☆widow☆sour☆diesel☆kush ☆mdma☆roxicodone☆roxy☆percocet☆percs☆
☆blues☆opana☆hydrogel☆butt~injection♧♧molly♢♢lsd■■coke°°cocaine《》               Heroin♢ H ♢special ♢ K ♢ actavis ♢ dmt hmu via ...3,0,3~7,4,9~0,8,4,5...
@Dilaudid 8mg dillies dilly
@Adderall 30mg addies addy  @Opana 40mg @Oxycontin 30mg ,40mg OC80oxi OXY@
<>actavis<>Molly<>lsd<>sour diesel<>OC80<>weed<>hydrogel butt injection and butt augmentation<>ketamine special K<>og kush purple 420<>
☆☆☆☆☆☆☆☆☆☆☆☆☆▪☆▪▪▪▪▪"
Body,1FUfCqK ☆☆☆Medicina BulK & RetaiL LocaL HooKUp¤¤¤ - $120 (#denver#)
Title,"I have a little organic grown extra nug. I used to grow for a dispensary but now just for myself. I am willing to give you free weed for a donation to keep the lights on per amendment 64. Must have valid id and be over 21 text 
 show contact info

I have Blueberry, White Widow, and Blue Dream.

REQUESTED DONATIONS 
35 1/8
60 1/4
100 1/2
180 OZ
The Blueberry is my favorite smells exactly like blueberries and is purple.

MMJ Herb Smoke pot dank hash 420"
Body,"Organic Blueberry - $30 (Denver, Arvada)"
Title,"Trenchtown Co2 Oil Syringe Special!*

Today is WAX Wednesday! $20 grams of Budder ALL day!*

Come in and enjoy $67.50/Half Ounces or $135/Ounces of Bubble Gum and Hash Plant!*

All other TOP SHELF strains are $75/Half Ounce or $150/Ounce!*

*While supplies last! Hurry in!

Like us on Facebook to get daily deal updates:
https://www.facebook.com/TrenchtownMMJ

Find our menu on Weedmaps:
https://weedmaps.com/dispensaries/colorado/denver-highlands/trenchtown-medical-marijuana-center?c=search

Check out our website: Trenchtownmmj.com 


MMJ, Cannabis, Oil, Concentrate, Shatter, Budder, Syringe, CBD, Dispensary, Gram, Ounce, Herb, Cure, OZ, Medical, Medicinal, Trenchtown, Members, Dank, Weed, Bud, Pot, Ganja"
Body,Co2 Oil Syringe Special! - $20 (Trenchtown) - $20 (734 Sheridan Blvd)
Title,"Trenchtown Co2 Oil Syringe Special!*

Today is WAX Wednesday! $20 grams of Budder ALL day!*

Come in and enjoy $67.50/Half Ounces or $135/Ounces of Bubble Gum and Hash Plant!*

All other TOP SHELF strains are $75/Half Ounce or $150/Ounce!*

*While supplies last! Hurry in!

Like us on Facebook to get daily deal updates:
https://www.facebook.com/TrenchtownMMJ

Find our menu on Weedmaps:
https://weedmaps.com/dispensaries/colorado/denver-highlands/trenchtown-medical-marijuana-center?c=search

Check out our website: Trenchtownmmj.com 


MMJ, Cannabis, Oil, Concentrate, Shatter, Budder, Syringe, CBD, Dispensary, Gram, Ounce, Herb, Cure, OZ, Medical, Medicinal, Trenchtown, Members, Dank, Weed, Bud, Pot, Ganja"
Body,Co2 Oil Syringe Special! - $20 (Trenchtown) - $20 (734 Sheridan Blvd)
Title,"I need to weed out some of my corals as my tank is getting rather packed and congested. Here is what I have left:

Soft Corals:
Super Green Star Polyp 10-20 per piece depending on size
tree coral 20-25 depending on size




 show contact info
(Im near DTC off arapahoe)

coral coral reef saltwater fish aquarium"
Body,Corals - Super Green Star Polyp Frags + Tree corals - $1 (DTC)
Title,"So, I wanted to build a weed growing cabinet. I bought the things, gathered materials, and started a project. Through dostraction of work and life I've never completed the project and I'm tired of it taking up space. 

My loss of $400+ in supplies is your gain. Grow your own! This setup would also make for an excellent cloning setup.

Included: 
125watt can grow light and ballast
General hydroponics oh balance/test kit.
In-line duct can
Ductwork
Oscillating fan
Nutrient reservoir built with ez-clone sprayers, water pump, and air stone
Roll of Mylar
Netted pots
And clay medium

Looking to sell asap. No trades, no jokers. 


 show contact info
$150 obo"
Body,Aeroponic cabinet - $150 (West wash park)
Title,"Trenchtown Co2 Oil Syringe Special!*

Today is WAX Wednesday! $20 grams of Budder ALL day!*

Come in and enjoy $67.50/Half Ounces or $135/Ounces of Bubble Gum and Hash Plant!*

All other TOP SHELF strains are $75/Half Ounce or $150/Ounce!*

*While supplies last! Hurry in!

Like us on Facebook to get daily deal updates:
https://www.facebook.com/TrenchtownMMJ

Find our menu on Weedmaps:
https://weedmaps.com/dispensaries/colorado/denver-highlands/trenchtown-medical-marijuana-center?c=search

Check out our website: Trenchtownmmj.com 


MMJ, Cannabis, Oil, Concentrate, Shatter, Budder, Syringe, CBD, Dispensary, Gram, Ounce, Herb, Cure, OZ, Medical, Medicinal, Trenchtown, Members, Dank, Weed, Bud, Pot, Ganja"
Body,Co2 Oil Syringe Special! - $20 (Trenchtown) - $20 (734 Sheridan Blvd)
Title,"Try something different that has many more benefits and easier to handle. It is called Hay in a Bag. So what is Chaffhaye? 

100% Hay Replacement
It's not a pellet, it's not a dry hay, it's the closest thing you can get to fresh pasture! 
Fresh cut Premium Alfalfa in a 50# bag 

The Chaffhaye Advantages over baled hay.
 100% (Leaves and Stems) Consumption-less waste
 Nutrition remains consistent 
 Available year round 
 Tender & more palatable than baled alfalfa 
 Optimal health through enhanced nutrition
 Total Digestible Nutrition (TDN) 68% plus 
 Nutritionally equivalent to 80-120 lbs of good quality hay
 Less Manure
 Reduces vet bills from respiratory issues caused by dust
 Reduced risk of colic as pasture like feed. 
 Stores outside, no barn needed
 Certified weed free

For more product information, please visit:

www.chaffhaye.com

HERE'S HOW IT WORKS

Chaffhaye is fresh forage that captures the key qualities of a natural pasture. Harvested at the peak of its nutritional goodness, Chaffhaye is packed in airtight, weather resistant, 50 lb. bags. In the bag, Chaffhaye undergoes a natural fermentation that ""predigests"" the forage. This process makes Chaffhaye very palatable, highly nutritious forage that can be stored outside. It's not a pellet, it's not dry hay, it's the closest thing you can get to fresh pasture

$14.25 a bag
The more you buy the cheaper it gets.

Call or email for more information 
 show contact info
Sharon"
Body,Hay (Chaffhaye) (Parker area)
Title,"Custom Heady Dino Recycler Klein Dab Rig with Matching Drop Down 

Rig is 14mm Female. Drop Down is 18mm Female

Brand New. 

Red Crayon

Translucent Red

Slyme Green


Cash Only. 

MMJ medical red card weed oil shatter wax bong pipe dabs honey bucket elbo Kleino bud chronic loud vaporizer"
Body,Custom Heady Dino Recycler Klein Dab Rig with Matching Drop Down - $799 (Arvada)
Title,"Perfect small homemade trailer.

This small trailer was my first trailer for what is now a quickly growing and reputable business. It made me thousands of dollars and now I own several trucks and trailers. It has the good mojo and I almost do not want to get rid of it for the sentimental value. But it has to go for room for my other trailers. 

Perfect for someone trying to start their own gig. In perfect working order with a homemade ramp to easily walk in heavy machinery or mowers, shelf for gas, weed sprayers, or whatever, and 2 pvc pipes to hold shovels brooms etc.   

Light weight and can be pulled by a small truck or car even. 

No title but you can easily title the trailer being that it is homemade. 

Imp super busy, so please, only serious inquiries

Joe@ 
 show contact info"
Body,SMALL TRAILER - $400 (castle rock)
Title,"That's right. Buy one get one $4.20 on everything!!

AFTER NEW YEARS SALE


Blown Glass Access.
4815 E Colfax Ave 

 show contact info


http://blownsmokshop.com
Earwax weed MMJ dispensary Toyota tv DVD ps3 Christmas"
Body,Buy one get one $4.20!! (388-1882)
Title,"That's right. Buy one get one $ 4.20 on everything THAT'S NOT BUTANE! 


Blown Glass Access.
4815 E Colfax Ave 

 show contact info


http://blownsmokshop.com
Earwax weed MMJ dispensary Toyota tv DVD ps3 Christmas"
Body,Buy one get one $4.20!!
Title,"Have extra fire nugs available today for donation.
Great smell, taste, and potency.
Out of state welcome 21+ and redcard with id. 
175/zip
Fire buds top shelf AAA+ only the best!
Sativa hybrid and indica available.
Peace!


Tags: Flowers, zones, bouquets, dabs, wax, units, oil, bud, mmj, weed, lb, dank"
Body,FIRE NUGS - $175 (Denver)
Title,"Hi thanks for looking I am a mechanic of over 20 years I have been a shop manager for a local snowmobile / motorcycle shop I own & build my own sleds I can clean your carbs, jet, clutch work drop a piston into your dirt bike repair accident damage at a very reasonable price You supply all the parts and I do the work I work on anything I am mobile Thanks again

Scott 
 show contact info
Key words snowmobile motorcycle chainsaw lawnmower weed wacker string trimmer atv quad 4x4 ohv key words snowmobile snowmobiles small engine yamaha arctic cat skidoo polaris"
Body,atv/motorcycle/snowmobile mobil mechanic (castlerock)
Title,"I have for sale my macro toro ISF (inverted stemless froth) for 400$ in the DENVER area. i will NOT ship this, COLORADO ONLY. I'm pretty firm on that price but may be negotiable, no trades unless toro. The label is 100% perfect, no chips dings or scratches on the piece. also the direct inject joint is 100% clean, all of these photos were taken right before i posted this, i keep it very clean always and in great condition as you can see. no stains anywhere looks like brand new. it is bipolar (2 colors) i can't remember the name of the white but i think the blue is called periwinkle. this thing hits great, the dome is included with it as well. here is a link to my youtube where you can watch a short video i made of me showing the piece in closer detail. 18+ only please

https://www.youtube.com/watch?v=0QcFRq5nlyg
call or text me if you are interested 
 show contact info
 Ryan.

Tags: toro dabs shatter dab rig bubbler sovereignty mothership enail e nail d nail dnail colorado mmj 420 64, 215, 420, 420, 420, 710, 14 female, 14 guage, 14 male, 14mm, 14mm, 18 mm, 18mm female, 18mm male, 19mm, adapter, aqualab technologies, art glass, artisan pot, Ash Catcher, Ashcatcher, baked, BHO, BHO wax, black, blaze, blunt, blunts, Bong, Boro, bowl piece, bowls, brand new glass, Bubbler, bud, buds, cannabis, Chillum, chronic, circ, collective, Colorado Local Glass Artist, Concentrates, Concerntrate, Dab, Dab Rig, Dabber, Dabs, dank, detox, di, diffuser, dirty rico, Dish, domain name, domain names, dome, door, down stem, Downstem, Earwax, fire, freakys, Froth, Frothilator, functional art, ganja, garden, Glass, glass, Glass Joint, Glass oil dome, glass pieces, glass pipe, glass pipes, GonG fitting, graffix, grow, Halen, hand pipes, handblown, harvest, hash, headed west, heady glass, healing, hemp, herb, herbs, hex, highly educated, hitman, Hookah, illadelphia, illuzions, inline, Joel Halen, joint, kind creations, local artist, mac-low, Mad hatter's, mako, Marijuana, Medical Marijuana, medicate, Micro Toro, Mile high pipe, MMJ, nail, Oil, oil dome, Oil Rig, Oil rigs, Percolator, phx, piece, pipe, pot, Pre Cooler, Precooler, Prop 215, puff, quality glass, quartz, Recreation, Recreation Marijuana, relik, rig, rolling papers, ROOR, roor, salt, saw, scales, Scientific Glass, shad, shade, shatter, sheldon , sheldon black, skeezix, skillet, skunk, slinger, smg, smoke, Smoking. , snic, sob, stoned, sun, tent, ti, titanium, toro, Toro Dome, Toro Glass, Toro Micro Froth, Toro Micro Frothilator, transition, trees, trikky, trim, troy bennet, tube, vapor, vapor globe, vaporizer, voorhees, waffle per, Water Pipe, Water pipes, Waterpipes, Wax, Wax Rig, weed, weeds, worked glass, worm, zongweed, water pipe, ash catcher, bong, smoke, MMJ, dab, dabber, honeycomb, dab, concentrates, titanium nail, volcano vaporizer, bowl #weed #oil #glass #art#illadelph #roor #hash #dabber, water pipe , dirty rico, dome, door, down stem, Downstem, Earwax, fire, freakys, Froth, Frothilator, functional art, ganja, garden, Glass, glass, Glass Joint, Glass oil dome, glass pieces, glass pipe, glass pipes, GonG fitting, graffix, grow, hand pipes, handblown, harvest, hash, headed west, heady glass, healing, hemp, herb, herbs, hex, highly educated, hitman, Hookah, illadelphia, illuzions, inline, Joel Halen, joint, kind creations, local artist, mac-low, Mad hatter's, mako, Marijuana, Medical Marijuana, medicate, Micro Toro, Mile high pipe, MMJ, nail, Oil, oil dome, OilRig, Oilrigs, Percolator, phx"
Body,Macro Toro ISF dab rig - $400 (denver colorado)
Title,"Self clean
Auto clean delay time 
Start time 
Time control 
Oven light

WE HAVE A HUGE SELECTION OF:
GE, WHIRLPOOL, KENMORE, MAYTAG, HOTPOINT &, FRIGIDAIRE 

WASHER, DRYERS, DISHWASHERS, REFRIGERATORS, GRILLS, FREEZERS, LAWN MOWERS, WEED EATERS, AIR COMPRESSORS, GARBAGE DISPOSALS, LIGHT FIXTURES, MICROWAVES & MUCH MORE..

ALL NEW & USED AT AFFORDABLE COST FOR YOU
WITH FINANCING OPTIONS AVAILABLE AS WELL FOR NEW APPLIANCES. 

<><><><><><><><><><><><><><><><><><><><><><><><><><
APPLIANCE NATION 
AT 4555 E. 46TH AVE
DENVER CO 80216
PHONE- 
 show contact info

<><><><><><><><><><><><><><><>

Hours Of Operation:
9AM - 5:30PM MON-FRI
10:00AM - 3:00PM SAT

<><><><><><><><><><><><><><><><>

FREE DELIVERY AVAILABLE (LIMITED AREA)
ONE YEAR WARRANTY ON ALL MAJOR & SELECT APPLIANCES
FINANCING AVAILABILITY WITH SELECT APPLIANCES 
ALSO LEASE TO OWN AVAILABLE ALSO WITH SELECT APPLIANCES"
Body,GE  white glass top stove - $249 (Denver)
